,Unnamed: 0,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,month,Year,month_no,total
73,30620,491968,gift_0001_80,,2,2009-12-14 17:56:00,0.0,1.0,United Kingdom,December,2009,12,0.0
74,31993,491971,85042,ANTIQUE LILY FAIRY LIGHTS,1,2009-12-14 18:37:00,0.0,1.0,United Kingdom,December,2009,12,0.0
75,32104,491972,21100,bad quality,-76,2009-12-14 18:43:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
76,32105,491974,72752B,,-21,2009-12-14 18:44:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
77,32106,491975,72752C,,-24,2009-12-14 18:44:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
78,32107,491973,72752A,,-18,2009-12-14 18:44:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
79,32108,491978,72755C,,-60,2009-12-14 18:45:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
80,32109,491977,72755B,,-23,2009-12-14 18:45:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
81,32110,491976,72752D,,-46,2009-12-14 18:45:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
82,32207,491990,C2,,100,2009-12-15 10:06:00,0.0,1.0,United Kingdom,December,2009,12,0.0
83,32330,492000,21719,,-81,2009-12-15 11:22:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
84,32331,492001,21724,,-99,2009-12-15 11:22:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
85,32332,492002,10138,,-36,2009-12-15 11:23:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
86,32375,492006,71477,,-100,2009-12-15 11:25:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
87,32916,492079,85042,ANTIQUE LILY FAIRY LIGHTS,8,2009-12-15 13:49:00,0.0,15070.0,United Kingdom,December,2009,12,0.0
88,32989,492105,22113,,-100,2009-12-15 14:07:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
89,33198,492171,22170,,-30,2009-12-15 14:53:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
90,33389,492182,20870,,-29,2009-12-15 15:41:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
91,33390,492183,20879,,-46,2009-12-15 15:42:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
92,33394,492200,20879,,6,2009-12-15 16:06:00,0.0,1.0,United Kingdom,December,2009,12,0.0
93,33530,492215,16169D,,-150,2009-12-15 17:19:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
94,33572,492217,35815B,,-10,2009-12-15 17:28:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
95,33584,492219,46775B,,-17,2009-12-15 17:44:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
96,35497,492365,17011C,,-47,2009-12-16 13:56:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
97,35498,492364,17011E,,-39,2009-12-16 13:56:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
98,35499,492366,17013B,,-45,2009-12-16 13:57:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
99,37674,492464,22187,,-96,2009-12-17 11:33:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
100,37906,492523,72756,,-396,2009-12-17 12:30:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
101,38726,492595,21543,,-152,2009-12-17 15:53:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
102,38939,492646,72267,,72,2009-12-17 17:20:00,0.0,1.0,United Kingdom,December,2009,12,0.0
103,39399,492719,48173C,MIA,-9,2009-12-18 10:49:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
104,39888,492748,47504J,,-70,2009-12-18 13:09:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
105,40101,492760,21143,ANTIQUE GLASS HEART DECORATION ,12,2009-12-18 14:22:00,0.0,18071.0,United Kingdom,December,2009,12,0.0
106,41347,492788,72739B,discoloured,-70,2009-12-18 17:45:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
107,41348,492786,46000M,,-60,2009-12-18 17:45:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
108,41349,492787,85112,damaged,-38,2009-12-18 17:45:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
109,41350,492790,37503,damaged,-19,2009-12-18 17:46:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
110,41351,492789,72739C,discoloured,-64,2009-12-18 17:46:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
111,41352,492791,84029G,,-30,2009-12-18 17:47:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
112,42011,492835,22187,,48,2009-12-21 09:49:00,0.0,1.0,United Kingdom,December,2009,12,0.0
113,42641,493070,16161C,,250,2009-12-22 09:27:00,0.0,1.0,United Kingdom,December,2009,12,0.0
114,43514,493093,21479,,-91,2009-12-22 10:55:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
115,43522,493108,47503F,,2300,2009-12-22 11:23:00,0.0,1.0,United Kingdom,December,2009,12,0.0
116,43523,493120,72045D,,520,2009-12-22 11:28:00,0.0,1.0,United Kingdom,December,2009,12,0.0
117,43524,493133,84249D,,920,2009-12-22 11:30:00,0.0,1.0,United Kingdom,December,2009,12,0.0
118,43525,493129,17164B,,1800,2009-12-22 11:30:00,0.0,1.0,United Kingdom,December,2009,12,0.0
119,43526,493137,84247H,,35,2009-12-22 11:31:00,0.0,1.0,United Kingdom,December,2009,12,0.0
120,43527,493140,84199,,480,2009-12-22 11:32:00,0.0,1.0,United Kingdom,December,2009,12,0.0
121,43528,493138,35751A,,152,2009-12-22 11:32:00,0.0,1.0,United Kingdom,December,2009,12,0.0
122,43575,493142,37485,,76,2009-12-22 11:33:00,0.0,1.0,United Kingdom,December,2009,12,0.0
123,43576,493141,84814B,,79,2009-12-22 11:33:00,0.0,1.0,United Kingdom,December,2009,12,0.0
124,43577,493144,72756,,74,2009-12-22 11:35:00,0.0,1.0,United Kingdom,December,2009,12,0.0
125,43578,493143,20736,,187,2009-12-22 11:35:00,0.0,1.0,United Kingdom,December,2009,12,0.0
126,43579,493145,22197,,453,2009-12-22 11:36:00,0.0,1.0,United Kingdom,December,2009,12,0.0
127,43580,493146,20668,,348,2009-12-22 11:36:00,0.0,1.0,United Kingdom,December,2009,12,0.0
128,43581,493148,20952,,445,2009-12-22 11:37:00,0.0,1.0,United Kingdom,December,2009,12,0.0
129,43582,493147,72724,,45,2009-12-22 11:37:00,0.0,1.0,United Kingdom,December,2009,12,0.0
130,43583,493150,71263G,,39,2009-12-22 11:38:00,0.0,1.0,United Kingdom,December,2009,12,0.0
131,43584,493151,21560,,36,2009-12-22 11:38:00,0.0,1.0,United Kingdom,December,2009,12,0.0
132,43585,493149,17164D,,784,2009-12-22 11:38:00,0.0,1.0,United Kingdom,December,2009,12,0.0
133,43586,493152,37446,,37,2009-12-22 11:39:00,0.0,1.0,United Kingdom,December,2009,12,0.0
134,43587,493153,35603B,,12,2009-12-22 11:39:00,0.0,1.0,United Kingdom,December,2009,12,0.0
135,43588,493154,35603B,,30,2009-12-22 11:39:00,0.0,1.0,United Kingdom,December,2009,12,0.0
136,43589,493155,35999,,28,2009-12-22 11:40:00,0.0,1.0,United Kingdom,December,2009,12,0.0
137,43590,493156,79163,,2000,2009-12-22 11:40:00,0.0,1.0,United Kingdom,December,2009,12,0.0
138,43619,493158,85230C,,24,2009-12-22 11:41:00,0.0,1.0,United Kingdom,December,2009,12,0.0
139,43620,493159,85230D,,24,2009-12-22 11:41:00,0.0,1.0,United Kingdom,December,2009,12,0.0
140,43621,493160,72708,,46,2009-12-22 11:48:00,0.0,1.0,United Kingdom,December,2009,12,0.0
141,43622,493161,22144,,21,2009-12-22 11:48:00,0.0,1.0,United Kingdom,December,2009,12,0.0
142,43623,493162,20691,,20,2009-12-22 11:49:00,0.0,1.0,United Kingdom,December,2009,12,0.0
143,43624,493163,35051B,,18,2009-12-22 11:49:00,0.0,1.0,United Kingdom,December,2009,12,0.0
144,43625,493164,20880,,17,2009-12-22 11:49:00,0.0,1.0,United Kingdom,December,2009,12,0.0
145,43626,493165,20859,,15,2009-12-22 11:50:00,0.0,1.0,United Kingdom,December,2009,12,0.0
146,43627,493167,22330,,174,2009-12-22 11:50:00,0.0,1.0,United Kingdom,December,2009,12,0.0
147,43628,493166,22390,,15,2009-12-22 11:50:00,0.0,1.0,United Kingdom,December,2009,12,0.0
148,43629,493169,72777,,14,2009-12-22 11:50:00,0.0,1.0,United Kingdom,December,2009,12,0.0
149,43631,493174,84251C,,12,2009-12-22 11:51:00,0.0,1.0,United Kingdom,December,2009,12,0.0
150,43632,493173,21478,,12,2009-12-22 11:51:00,0.0,1.0,United Kingdom,December,2009,12,0.0
151,43633,493171,20621,,163,2009-12-22 11:51:00,0.0,1.0,United Kingdom,December,2009,12,0.0
152,43634,493172,71477,,52,2009-12-22 11:51:00,0.0,1.0,United Kingdom,December,2009,12,0.0
153,43635,493170,79069A,,14,2009-12-22 11:51:00,0.0,1.0,United Kingdom,December,2009,12,0.0
154,43636,493175,85151,,12,2009-12-22 11:52:00,0.0,1.0,United Kingdom,December,2009,12,0.0
155,43637,493176,22141,,11,2009-12-22 11:52:00,0.0,1.0,United Kingdom,December,2009,12,0.0
156,43638,493177,44091C,,66,2009-12-22 11:52:00,0.0,1.0,United Kingdom,December,2009,12,0.0
157,43639,493180,22003,,10,2009-12-22 11:53:00,0.0,1.0,United Kingdom,December,2009,12,0.0
158,43640,493178,84247B,,11,2009-12-22 11:53:00,0.0,1.0,United Kingdom,December,2009,12,0.0
159,43641,493179,84986A,,11,2009-12-22 11:53:00,0.0,1.0,United Kingdom,December,2009,12,0.0
160,43687,493185,35980A,,9,2009-12-22 12:03:00,0.0,1.0,United Kingdom,December,2009,12,0.0
161,43688,493184,84940,,10,2009-12-22 12:03:00,0.0,1.0,United Kingdom,December,2009,12,0.0
162,43689,493186,79053A,,9,2009-12-22 12:04:00,0.0,1.0,United Kingdom,December,2009,12,0.0
163,43780,493192,72655C,,8,2009-12-22 13:18:00,0.0,1.0,United Kingdom,December,2009,12,0.0
164,43781,493194,47556,,7,2009-12-22 13:19:00,0.0,1.0,United Kingdom,December,2009,12,0.0
165,43782,493193,35977B,,7,2009-12-22 13:19:00,0.0,1.0,United Kingdom,December,2009,12,0.0
166,43783,493195,85083,,7,2009-12-22 13:20:00,0.0,1.0,United Kingdom,December,2009,12,0.0
167,43784,493196,90002A,,7,2009-12-22 13:21:00,0.0,1.0,United Kingdom,December,2009,12,0.0
168,43785,493197,20673,,6,2009-12-22 13:21:00,0.0,1.0,United Kingdom,December,2009,12,0.0
169,43799,493199,35975B,,6,2009-12-22 13:22:00,0.0,1.0,United Kingdom,December,2009,12,0.0
170,43800,493198,20887,,6,2009-12-22 13:22:00,0.0,1.0,United Kingdom,December,2009,12,0.0
171,43801,493203,20959,,5,2009-12-22 13:23:00,0.0,1.0,United Kingdom,December,2009,12,0.0
172,43802,493201,20884,,-5,2009-12-22 13:23:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
173,43803,493202,20884,,10,2009-12-22 13:23:00,0.0,1.0,United Kingdom,December,2009,12,0.0
174,43804,493206,85231D,,5,2009-12-22 13:24:00,0.0,1.0,United Kingdom,December,2009,12,0.0
175,43805,493204,84921,,5,2009-12-22 13:24:00,0.0,1.0,United Kingdom,December,2009,12,0.0
176,43806,493205,85025A,,5,2009-12-22 13:24:00,0.0,1.0,United Kingdom,December,2009,12,0.0
177,43807,493208,21492,,4,2009-12-22 13:25:00,0.0,1.0,United Kingdom,December,2009,12,0.0
178,43808,493207,21362,,4,2009-12-22 13:25:00,0.0,1.0,United Kingdom,December,2009,12,0.0
179,43809,493209,21852,,4,2009-12-22 13:27:00,0.0,1.0,United Kingdom,December,2009,12,0.0
180,43810,493211,35994,,4,2009-12-22 13:27:00,0.0,1.0,United Kingdom,December,2009,12,0.0
181,43811,493210,22113,,4,2009-12-22 13:27:00,0.0,1.0,United Kingdom,December,2009,12,0.0
182,43812,493213,47340B,,4,2009-12-22 13:28:00,0.0,1.0,United Kingdom,December,2009,12,0.0
183,43813,493214,71409B,,4,2009-12-22 13:28:00,0.0,1.0,United Kingdom,December,2009,12,0.0
184,43814,493212,46307,,5,2009-12-22 13:28:00,0.0,1.0,United Kingdom,December,2009,12,0.0
185,43815,493215,84029D,,4,2009-12-22 13:29:00,0.0,1.0,United Kingdom,December,2009,12,0.0
186,43819,493217,84247N,,86,2009-12-22 13:34:00,0.0,1.0,United Kingdom,December,2009,12,0.0
187,43820,493218,17129C,,48,2009-12-22 13:39:00,0.0,1.0,United Kingdom,December,2009,12,0.0
188,43821,493219,20995,,3,2009-12-22 13:39:00,0.0,1.0,United Kingdom,December,2009,12,0.0
189,43822,493220,21787,,3,2009-12-22 13:39:00,0.0,1.0,United Kingdom,December,2009,12,0.0
190,43823,493222,37451,,3,2009-12-22 13:40:00,0.0,1.0,United Kingdom,December,2009,12,0.0
191,43824,493221,35001P,,3,2009-12-22 13:40:00,0.0,1.0,United Kingdom,December,2009,12,0.0
192,43825,493223,21487,,2,2009-12-22 13:41:00,0.0,1.0,United Kingdom,December,2009,12,0.0
193,43826,493224,78056,,2,2009-12-22 13:42:00,0.0,1.0,United Kingdom,December,2009,12,0.0
194,43827,493225,79065A,,2,2009-12-22 13:42:00,0.0,1.0,United Kingdom,December,2009,12,0.0
195,43828,493226,84558B,,-2,2009-12-22 13:43:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
196,43829,493227,84558B,,4,2009-12-22 13:43:00,0.0,1.0,United Kingdom,December,2009,12,0.0
197,43830,493229,37399,,-113,2009-12-22 13:44:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
198,43831,493230,21915,,1,2009-12-22 13:44:00,0.0,1.0,United Kingdom,December,2009,12,0.0
199,43832,493232,16258B,,-207,2009-12-22 13:44:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
200,43833,493228,21169,,43,2009-12-22 13:44:00,0.0,1.0,United Kingdom,December,2009,12,0.0
201,43834,493231,21859,,1,2009-12-22 13:44:00,0.0,1.0,United Kingdom,December,2009,12,0.0
202,43835,493233,79053B,,1,2009-12-22 13:45:00,0.0,1.0,United Kingdom,December,2009,12,0.0
203,43836,493234,21029,,2,2009-12-22 13:45:00,0.0,1.0,United Kingdom,December,2009,12,0.0
204,43837,493235,79340W,,3,2009-12-22 13:45:00,0.0,1.0,United Kingdom,December,2009,12,0.0
205,43838,493239,35821P,,2,2009-12-22 13:46:00,0.0,1.0,United Kingdom,December,2009,12,0.0
206,43839,493236,16161C,,316,2009-12-22 13:46:00,0.0,1.0,United Kingdom,December,2009,12,0.0
207,43840,493238,20743,,1,2009-12-22 13:46:00,0.0,1.0,United Kingdom,December,2009,12,0.0
208,43841,493237,16161C,,-632,2009-12-22 13:46:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
209,43842,493241,21767,,1,2009-12-22 13:47:00,0.0,1.0,United Kingdom,December,2009,12,0.0
210,43843,493242,21505,,1,2009-12-22 13:47:00,0.0,1.0,United Kingdom,December,2009,12,0.0
211,43844,493240,84803B,,3,2009-12-22 13:47:00,0.0,1.0,United Kingdom,December,2009,12,0.0
212,43845,493243,21450,,1,2009-12-22 13:47:00,0.0,1.0,United Kingdom,December,2009,12,0.0
213,43846,493244,21148,,1,2009-12-22 13:48:00,0.0,1.0,United Kingdom,December,2009,12,0.0
214,43847,493245,21543,,1,2009-12-22 13:48:00,0.0,1.0,United Kingdom,December,2009,12,0.0
215,43848,493246,79165,,1,2009-12-22 13:49:00,0.0,1.0,United Kingdom,December,2009,12,0.0
216,43849,493248,84255A,,1,2009-12-22 13:50:00,0.0,1.0,United Kingdom,December,2009,12,0.0
217,43850,493247,72483,,2,2009-12-22 13:50:00,0.0,1.0,United Kingdom,December,2009,12,0.0
218,43851,493249,16195,,1,2009-12-22 13:50:00,0.0,1.0,United Kingdom,December,2009,12,0.0
219,43852,493250,84811A,,1,2009-12-22 13:50:00,0.0,1.0,United Kingdom,December,2009,12,0.0
220,43853,493251,47567,,1,2009-12-22 13:50:00,0.0,1.0,United Kingdom,December,2009,12,0.0
221,43854,493252,20683,,1,2009-12-22 13:51:00,0.0,1.0,United Kingdom,December,2009,12,0.0
222,43855,493254,72487,,1,2009-12-22 13:51:00,0.0,1.0,United Kingdom,December,2009,12,0.0
223,43856,493253,71028A,,1,2009-12-22 13:51:00,0.0,1.0,United Kingdom,December,2009,12,0.0
224,43857,493255,37484,,1,2009-12-22 13:52:00,0.0,1.0,United Kingdom,December,2009,12,0.0
225,43858,493256,37468,,1,2009-12-22 13:52:00,0.0,1.0,United Kingdom,December,2009,12,0.0
226,44335,493268,DCGS0066N,,1,2009-12-22 15:07:00,0.0,1.0,United Kingdom,December,2009,12,0.0
227,44379,493270,20721,,1,2009-12-22 15:08:00,0.0,1.0,United Kingdom,December,2009,12,0.0
228,44380,493272,20737,,1,2009-12-22 15:08:00,0.0,1.0,United Kingdom,December,2009,12,0.0
229,44407,493274,84899A,,1,2009-12-22 15:09:00,0.0,1.0,United Kingdom,December,2009,12,0.0
230,44454,493275,84928,,1,2009-12-22 15:10:00,0.0,1.0,United Kingdom,December,2009,12,0.0
231,44498,493277,84972L,,1,2009-12-22 15:10:00,0.0,1.0,United Kingdom,December,2009,12,0.0
232,44499,493280,47347A,,2,2009-12-22 15:11:00,0.0,1.0,United Kingdom,December,2009,12,0.0
233,44500,493278,72785A,,2,2009-12-22 15:11:00,0.0,1.0,United Kingdom,December,2009,12,0.0
234,44501,493279,72803B,,3,2009-12-22 15:11:00,0.0,1.0,United Kingdom,December,2009,12,0.0
235,44502,493285,79309A,,1,2009-12-22 15:12:00,0.0,1.0,United Kingdom,December,2009,12,0.0
236,44503,493282,85098A,,1,2009-12-22 15:12:00,0.0,1.0,United Kingdom,December,2009,12,0.0
237,44535,493284,48172,,1,2009-12-22 15:12:00,0.0,1.0,United Kingdom,December,2009,12,0.0
238,44557,493281,84927C,,2,2009-12-22 15:12:00,0.0,1.0,United Kingdom,December,2009,12,0.0
239,44609,493289,DCGS0066N,,1,2009-12-22 15:13:00,0.0,1.0,United Kingdom,December,2009,12,0.0
240,44610,493291,84945,,1,2009-12-22 15:13:00,0.0,1.0,United Kingdom,December,2009,12,0.0
241,44611,493286,72778,,1,2009-12-22 15:13:00,0.0,1.0,United Kingdom,December,2009,12,0.0
242,44612,493292,84757,,1,2009-12-22 15:14:00,0.0,1.0,United Kingdom,December,2009,12,0.0
243,44613,493293,21560,,3,2009-12-22 15:15:00,0.0,1.0,United Kingdom,December,2009,12,0.0
244,44614,493294,TEST002,,1,2009-12-22 15:15:00,0.0,1.0,United Kingdom,December,2009,12,0.0
245,44615,493295,35945,,1,2009-12-22 15:16:00,0.0,1.0,United Kingdom,December,2009,12,0.0
246,44616,493296,35598C,,1,2009-12-22 15:16:00,0.0,1.0,United Kingdom,December,2009,12,0.0
247,44617,493298,90121A,,1,2009-12-22 15:17:00,0.0,1.0,United Kingdom,December,2009,12,0.0
248,44618,493297,85018C,,3,2009-12-22 15:17:00,0.0,1.0,United Kingdom,December,2009,12,0.0
249,44619,493299,85184A,,1,2009-12-22 15:17:00,0.0,1.0,United Kingdom,December,2009,12,0.0
250,44701,493328,37492A,,-38,2009-12-23 09:44:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
251,44702,493327,84705B,,-11,2009-12-23 09:44:00,0.0,1.0,United Kingdom,December,2009,12,-0.0
